,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,playerID,yearID,G,AB,R,H,2B,3B,HR,RBI,BB,SO,IBB,AVG,OBP,SLG,OPS,label,POS
1437,1437,1437,1452,martiru01,2009,143,505,63,126,19,0,7,53.0,69,80.0,9.0,0.25,0.33899999999999997,0.32899999999999996,0.6679999999999999,0,3B
1438,1438,1438,1453,martivi01,2009,99,377,56,107,21,1,15,67.0,51,51.0,3.0,0.284,0.365,0.46399999999999997,0.8290000000000001,0,1B
1439,1439,1439,1454,mathije01,2009,84,237,26,50,8,0,5,28.0,22,73.0,0.0,0.21100000000000002,0.27699999999999997,0.308,0.585,0,C
1440,1440,1440,1455,matsuhi01,2009,142,456,62,125,21,1,28,90.0,64,75.0,1.0,0.27399999999999997,0.36200000000000004,0.509,0.871,0,
1441,1441,1441,1456,matsuka01,2009,132,476,56,119,20,2,9,46.0,34,85.0,2.0,0.25,0.298,0.35700000000000004,0.655,0,2B
1442,1442,1442,1457,matthga02,2009,103,316,44,79,19,2,4,50.0,40,74.0,2.0,0.25,0.332,0.361,0.693,0,OF
1443,1443,1443,1458,mauerjo01,2009,138,523,94,191,30,1,28,96.0,76,63.0,14.0,0.365,0.442,0.5870000000000001,1.0290000000000001,1,C
1444,1444,1444,1459,mccanbr01,2009,138,488,63,137,35,1,21,94.0,49,83.0,3.0,0.281,0.34299999999999997,0.486,0.8290000000000001,1,C
1445,1445,1445,1460,mccutan01,2009,108,433,74,124,26,9,12,54.0,54,83.0,2.0,0.28600000000000003,0.363,0.47100000000000003,0.8340000000000001,0,OF
1446,1446,1446,1461,mcgehca01,2009,116,355,58,107,20,1,16,66.0,34,67.0,2.0,0.301,0.359,0.499,0.858,0,1B
1447,1447,1447,1462,mclouna01,2009,84,339,59,87,20,1,11,36.0,47,70.0,1.0,0.257,0.345,0.419,0.764,0,OF
1448,1448,1448,1463,michaja01,2009,102,135,17,32,12,1,4,16.0,16,38.0,0.0,0.237,0.318,0.43,0.748,0,OF
1449,1449,1449,1464,molinbe01,2009,132,491,52,130,25,1,20,80.0,13,68.0,3.0,0.265,0.278,0.442,0.72,0,C
1450,1450,1450,1465,molinya01,2009,140,481,45,141,23,1,6,54.0,50,39.0,2.0,0.293,0.359,0.38299999999999995,0.742,0,1B
1451,1451,1451,1466,montemi01,2009,128,425,61,125,30,0,16,59.0,38,78.0,5.0,0.294,0.35100000000000003,0.478,0.8290000000000001,0,C
1452,1452,1452,1467,moralke01,2009,152,566,86,173,43,2,34,108.0,46,117.0,10.0,0.306,0.353,0.569,0.922,0,1B
1453,1453,1453,1468,morame01,2009,125,450,44,117,20,0,8,48.0,34,60.0,1.0,0.26,0.31,0.358,0.6679999999999999,0,3B
1454,1454,1454,1469,morneju01,2009,135,508,85,139,31,1,30,100.0,72,86.0,12.0,0.27399999999999997,0.359,0.516,0.875,0,1B
1455,1455,1455,1470,mossbr01,2009,133,385,47,91,20,4,7,41.0,34,84.0,3.0,0.23600000000000002,0.298,0.364,0.662,0,OF
1456,1456,1456,1471,moylape01,2009,87,3,0,0,0,0,0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0,P
1457,1457,1457,1472,murphda07,2009,128,432,61,116,24,1,17,57.0,49,106.0,3.0,0.26899999999999996,0.337,0.447,0.784,0,OF
1458,1458,1458,1473,murphda08,2009,155,508,60,135,38,4,12,63.0,38,69.0,4.0,0.266,0.313,0.4270000000000001,0.74,0,1B
1459,1459,1459,1474,napolmi01,2009,114,382,60,104,22,1,20,56.0,40,103.0,1.0,0.272,0.33899999999999997,0.4920000000000001,0.831,0,C
1460,1460,1460,1475,navardi01,2009,115,376,38,82,15,0,8,32.0,18,51.0,1.0,0.218,0.252,0.322,0.574,0,C
1461,1461,1461,1476,nixja01,2009,94,255,36,57,11,0,12,32.0,28,64.0,1.0,0.22399999999999998,0.298,0.408,0.706,0,2B
1462,1462,1462,1477,nixla01,2009,116,309,42,74,26,1,15,46.0,22,81.0,3.0,0.239,0.287,0.47600000000000003,0.763,0,OF
1463,1463,1463,1478,nortogr01,2009,95,76,3,11,2,0,0,7.0,20,20.0,0.0,0.145,0.32299999999999995,0.171,0.494,0,1B
1464,1464,1464,1479,ojedaau01,2009,103,264,38,65,17,3,1,16.0,32,28.0,3.0,0.24600000000000002,0.327,0.345,0.672,0,2B
1465,1465,1465,1480,olivomi01,2009,114,390,51,97,15,5,23,65.0,19,126.0,0.0,0.249,0.28300000000000003,0.49,0.773,0,C
1466,1466,1466,1481,ordonma01,2009,131,465,54,144,24,2,9,50.0,51,65.0,2.0,0.31,0.376,0.428,0.804,0,OF
1467,1467,1467,1482,ortizda01,2009,150,541,77,129,35,1,28,99.0,74,134.0,5.0,0.23800000000000002,0.326,0.462,0.7879999999999999,0,1B
1468,1468,1468,1483,overbly01,2009,132,423,57,112,35,1,16,64.0,74,95.0,6.0,0.265,0.3720000000000001,0.466,0.838,0,1B
1469,1469,1469,1484,paganan01,2009,88,343,54,105,22,11,6,32.0,25,56.0,2.0,0.306,0.35,0.48700000000000004,0.8370000000000001,0,OF
1470,1470,1470,1485,parrage01,2009,120,455,59,132,21,8,5,60.0,25,89.0,1.0,0.29,0.32299999999999995,0.40399999999999997,0.727,0,OF
1471,1471,1471,1486,pauliro01,2009,80,239,24,65,10,1,8,27.0,25,48.0,2.0,0.272,0.34,0.423,0.763,0,C
1472,1472,1472,1487,pedrodu01,2009,154,626,115,185,48,1,15,72.0,74,45.0,3.0,0.29600000000000004,0.3670000000000001,0.447,0.8140000000000001,0,2B
1473,1473,1473,1488,penaca01,2009,135,471,91,107,25,2,39,100.0,87,163.0,11.0,0.22699999999999998,0.34600000000000003,0.537,0.883,0,1B
1474,1474,1474,1489,pencehu01,2009,159,585,76,165,26,5,25,72.0,58,109.0,1.0,0.282,0.345,0.47200000000000003,0.8170000000000001,0,OF
1475,1475,1475,1490,peraljh01,2009,151,582,57,148,35,1,11,83.0,51,134.0,0.0,0.254,0.311,0.375,0.6859999999999999,0,3B
1476,1476,1476,1491,phillbr01,2009,153,584,78,161,30,5,20,98.0,44,75.0,3.0,0.276,0.322,0.447,0.769,0,2B
1477,1477,1477,1492,piefe01,2009,101,252,38,67,10,3,9,29.0,24,58.0,1.0,0.266,0.326,0.4370000000000001,0.763,0,OF
1478,1478,1478,1493,pierrju01,2009,145,380,57,117,16,8,0,31.0,27,27.0,3.0,0.308,0.353,0.392,0.745,0,OF
1479,1479,1479,1494,pierzaj01,2009,138,504,57,151,22,1,13,49.0,24,52.0,6.0,0.3,0.33,0.425,0.755,0,C
1480,1480,1480,1495,podsesc01,2009,132,537,75,163,25,6,7,48.0,39,74.0,1.0,0.304,0.349,0.41200000000000003,0.7609999999999999,0,OF
1481,1481,1481,1496,polanpl01,2009,153,618,82,176,31,4,10,72.0,36,46.0,2.0,0.285,0.322,0.396,0.718,0,2B
1482,1482,1482,1497,posadjo01,2009,111,383,55,109,25,0,22,81.0,48,101.0,4.0,0.285,0.36,0.522,0.882,0,1B
1483,1483,1483,1498,pradoma01,2009,128,450,64,138,38,0,11,49.0,36,59.0,1.0,0.307,0.355,0.46399999999999997,0.8190000000000001,0,1B
1484,1484,1484,1499,pujolal01,2009,160,568,124,186,45,1,47,135.0,115,64.0,44.0,0.327,0.436,0.6579999999999999,1.094,1,1B
1485,1485,1485,1500,puntoni01,2009,125,359,56,82,15,1,1,38.0,61,70.0,1.0,0.228,0.336,0.284,0.62,0,2B
1486,1486,1486,1501,quentca01,2009,99,351,47,83,14,0,21,56.0,31,52.0,2.0,0.23600000000000002,0.297,0.456,0.753,0,OF
1487,1487,1487,1502,raburry01,2009,113,261,44,76,11,2,16,45.0,26,60.0,2.0,0.29100000000000004,0.354,0.5329999999999999,0.887,0,1B
1488,1488,1488,1503,ramiral03,2009,148,542,71,150,14,1,15,68.0,49,66.0,3.0,0.27699999999999997,0.332,0.389,0.721,0,SS
1489,1489,1489,1504,ramirar01,2009,82,306,46,97,14,1,15,65.0,28,43.0,3.0,0.317,0.374,0.516,0.89,0,3B
1490,1490,1490,1505,ramirha01,2009,151,576,101,197,42,1,24,106.0,61,101.0,14.0,0.342,0.402,0.5429999999999999,0.945,1,SS
1491,1491,1491,1506,ramirma02,2009,104,352,62,102,24,2,19,63.0,71,81.0,21.0,0.29,0.408,0.531,0.9390000000000001,0,OF
1492,1492,1492,1507,rasmuco01,2009,147,474,72,119,22,2,16,52.0,36,95.0,3.0,0.251,0.303,0.40700000000000003,0.71,0,OF
1493,1493,1493,1508,reedje03,2009,126,161,9,39,6,2,0,9.0,14,36.0,1.0,0.242,0.301,0.304,0.605,0,1B
1494,1494,1494,1509,reimono01,2009,104,358,49,100,18,2,15,45.0,47,77.0,1.0,0.27899999999999997,0.36,0.466,0.826,0,OF
1495,1495,1495,1510,renteed01,2009,124,460,50,115,19,1,5,48.0,39,69.0,5.0,0.25,0.306,0.32799999999999996,0.634,0,SS
1496,1496,1496,1511,reynoma01,2009,155,578,98,150,30,1,44,102.0,76,223.0,3.0,0.26,0.344,0.5429999999999999,0.887,0,1B
1497,1497,1497,1512,riosal01,2009,108,436,52,115,25,2,14,62.0,31,78.0,1.0,0.264,0.309,0.4270000000000001,0.736,0,OF
1498,1498,1498,1513,riverju01,2009,138,529,72,152,24,1,25,88.0,36,57.0,1.0,0.287,0.33,0.478,0.8079999999999999,0,OF
1499,1499,1499,1514,roberbr01,2009,159,632,110,179,56,1,16,79.0,74,112.0,3.0,0.28300000000000003,0.354,0.451,0.805,0,2B
1500,1500,1500,1515,roberry01,2009,110,305,41,85,17,2,7,25.0,40,55.0,1.0,0.27899999999999997,0.361,0.41600000000000004,0.777,0,2B
1501,1501,1501,1516,rodrial01,2009,124,444,78,127,17,1,30,100.0,80,97.0,7.0,0.28600000000000003,0.39299999999999996,0.532,0.925,0,3B
1502,1502,1502,1517,rodriiv01,2009,93,327,41,82,15,2,8,34.0,13,74.0,0.0,0.251,0.278,0.382,0.66,0,C
1503,1503,1503,1518,rodrilu01,2009,93,208,18,42,6,0,2,16.0,37,23.0,4.0,0.20199999999999999,0.319,0.26,0.579,0,2B
1504,1504,1504,1519,rolensc01,2009,88,338,52,108,29,0,8,43.0,26,42.0,1.0,0.32,0.363,0.47600000000000003,0.8390000000000001,0,3B
1505,1505,1505,1520,rolliji01,2009,155,672,100,168,43,5,21,77.0,44,70.0,1.0,0.25,0.294,0.423,0.7170000000000001,0,SS
1506,1506,1506,1521,rosalad01,2009,87,230,23,49,10,1,4,19.0,26,46.0,0.0,0.213,0.29,0.317,0.607,0,1B
1507,1507,1507,1522,rossco01,2009,151,559,73,151,37,1,24,90.0,34,122.0,1.0,0.27,0.311,0.469,0.78,0,OF
1508,1508,1508,1523,rowanaa01,2009,144,499,61,130,30,2,15,64.0,30,125.0,2.0,0.261,0.301,0.419,0.72,0,OF
1509,1509,1509,1524,ruizca01,2009,107,322,32,82,26,1,9,43.0,47,39.0,8.0,0.255,0.348,0.425,0.773,0,C
1510,1510,1510,1525,ryanbr01,2009,129,390,55,114,19,7,3,37.0,24,56.0,3.0,0.292,0.331,0.4,0.731,0,2B
1511,1511,1511,1526,saltaja01,2009,84,283,34,66,12,0,9,34.0,22,97.0,1.0,0.233,0.28800000000000003,0.371,0.659,0,C
1512,1512,1512,1527,sanchfr01,2009,86,355,45,105,28,3,6,34.0,20,60.0,4.0,0.29600000000000004,0.331,0.442,0.773,0,2B
1513,1513,1513,1528,sandopa01,2009,153,572,79,189,44,5,25,90.0,52,83.0,13.0,0.33,0.38299999999999995,0.556,0.9390000000000001,0,1B
1514,1514,1514,1529,santira01,2009,93,262,29,70,6,2,7,35.0,17,57.0,1.0,0.267,0.309,0.385,0.6940000000000001,0,2B
1515,1515,1515,1530,santoom01,2009,96,281,28,73,14,1,7,40.0,15,44.0,1.0,0.26,0.29100000000000004,0.391,0.682,0,C
1516,1516,1516,1531,schiena01,2009,116,285,33,76,19,2,5,29.0,16,58.0,3.0,0.267,0.3,0.4,0.7,0,OF
1517,1517,1517,1532,schumsk01,2009,153,532,85,161,34,1,4,35.0,52,69.0,2.0,0.303,0.364,0.39299999999999996,0.757,0,2B
1518,1518,1518,1533,scottlu01,2009,128,449,61,116,26,1,25,77.0,55,104.0,5.0,0.258,0.33899999999999997,0.488,0.8270000000000001,0,1B
1519,1519,1519,1534,scutama01,2009,144,574,100,162,35,1,12,60.0,90,75.0,0.0,0.282,0.376,0.409,0.785,0,2B
1520,1520,1520,1535,sheffga01,2009,100,268,44,74,13,2,10,43.0,40,46.0,3.0,0.276,0.368,0.451,0.8190000000000001,0,OF
1521,1521,1521,1536,shoppke01,2009,89,271,33,58,14,0,12,40.0,33,98.0,0.0,0.214,0.29600000000000004,0.39899999999999997,0.695,0,C
1522,1522,1522,1537,sizemgr01,2009,106,436,73,108,20,6,18,64.0,60,92.0,1.0,0.248,0.33799999999999997,0.445,0.7829999999999999,0,OF
1523,1523,1523,1538,smithse01,2009,133,335,61,98,20,4,15,55.0,46,67.0,3.0,0.293,0.375,0.51,0.885,0,OF
1524,1524,1524,1539,soriaal01,2009,117,477,64,115,25,1,20,55.0,40,118.0,6.0,0.24100000000000002,0.299,0.423,0.722,0,2B
1525,1525,1525,1540,sotoge01,2009,102,331,27,72,19,1,11,47.0,50,77.0,3.0,0.218,0.316,0.381,0.6970000000000001,0,C
1526,1526,1526,1541,spande01,2009,145,578,97,180,16,10,8,68.0,70,89.0,3.0,0.311,0.382,0.415,0.797,0,OF
1527,1527,1527,1542,spilbry01,2009,133,352,55,85,24,3,8,48.0,34,79.0,0.0,0.24100000000000002,0.307,0.395,0.7020000000000001,0,OF
1528,1528,1528,1543,stairma01,2009,99,103,15,20,4,0,5,17.0,23,30.0,3.0,0.19399999999999998,0.341,0.379,0.72,0,OF
1529,1529,1529,1544,stewaia01,2009,147,425,74,97,19,3,25,70.0,56,138.0,3.0,0.228,0.315,0.46399999999999997,0.779,0,2B
1530,1530,1530,1545,suzukic01,2009,146,639,88,225,31,4,11,46.0,32,71.0,15.0,0.35200000000000004,0.382,0.465,0.847,1,OF
1531,1531,1531,1546,suzukku01,2009,147,570,74,156,37,1,15,88.0,28,59.0,0.0,0.27399999999999997,0.304,0.42100000000000004,0.725,0,C
1532,1532,1532,1547,sweenry01,2009,134,484,68,142,31,3,6,53.0,40,67.0,1.0,0.293,0.344,0.40700000000000003,0.7509999999999999,0,OF
1533,1533,1533,1548,swishni01,2009,150,498,84,124,35,1,29,82.0,97,126.0,2.0,0.249,0.368,0.498,0.866,0,1B
1534,1534,1534,1549,tatisfe01,2009,125,340,42,96,21,4,8,48.0,22,54.0,3.0,0.282,0.322,0.43799999999999994,0.76,0,1B
1535,1535,1535,1550,taverwi01,2009,102,404,56,97,11,2,1,15.0,18,58.0,0.0,0.24,0.271,0.285,0.556,0,OF
1536,1536,1536,1551,teahema01,2009,144,524,69,142,34,1,12,50.0,37,123.0,4.0,0.271,0.318,0.408,0.726,0,1B
1537,1537,1537,1552,teixema01,2009,156,609,103,178,43,3,39,122.0,81,114.0,9.0,0.292,0.373,0.565,0.938,1,1B
1538,1538,1538,1553,tejadmi01,2009,158,635,83,199,46,1,14,86.0,19,48.0,2.0,0.313,0.32899999999999996,0.455,0.784,0,SS
1539,1539,1539,1554,thamema01,2009,87,258,33,65,11,1,13,36.0,29,72.0,2.0,0.252,0.321,0.45299999999999996,0.774,0,1B
1540,1540,1540,1555,theriry01,2009,154,602,81,171,20,5,7,54.0,51,93.0,1.0,0.284,0.337,0.369,0.706,0,SS
1541,1541,1541,1556,thomacl02,2009,102,275,46,66,13,3,7,39.0,33,77.0,0.0,0.24,0.321,0.385,0.706,0,OF
1542,1542,1542,1557,thomeji01,2009,107,345,55,86,15,0,23,74.0,69,116.0,3.0,0.249,0.3720000000000001,0.493,0.865,0,
1543,1543,1543,1558,thursjo01,2009,124,267,27,60,17,4,1,25.0,33,56.0,5.0,0.225,0.309,0.33,0.639,0,2B
1544,1544,1544,1559,tracych01,2009,98,257,29,61,15,0,8,39.0,26,38.0,7.0,0.237,0.303,0.389,0.6920000000000001,0,1B
1545,1545,1545,1560,tulowtr01,2009,151,543,101,161,25,9,32,92.0,73,112.0,4.0,0.297,0.374,0.552,0.9259999999999999,0,SS
1546,1546,1546,1561,ugglada01,2009,158,564,84,137,27,1,31,90.0,92,150.0,4.0,0.243,0.34700000000000003,0.45899999999999996,0.8059999999999999,0,2B
1547,1547,1547,1562,uptonbj01,2009,144,560,79,135,33,4,11,55.0,57,152.0,0.0,0.24100000000000002,0.31,0.373,0.6829999999999999,0,OF
1548,1548,1548,1563,uptonju01,2009,138,526,84,158,30,7,26,86.0,55,137.0,3.0,0.3,0.364,0.532,0.8959999999999999,0,OF
1549,1549,1549,1564,uribeju01,2009,122,398,50,115,26,4,16,55.0,25,82.0,2.0,0.289,0.327,0.495,0.8220000000000001,0,2B
1550,1550,1550,1565,utleych01,2009,156,571,112,161,28,4,31,93.0,88,110.0,3.0,0.282,0.376,0.508,0.884,1,2B
1551,1551,1551,1566,valbulu01,2009,103,368,52,92,25,3,10,31.0,26,83.0,0.0,0.25,0.298,0.41600000000000004,0.7140000000000001,0,2B
1552,1552,1552,1567,varitja01,2009,109,364,41,76,24,0,14,51.0,54,90.0,6.0,0.209,0.308,0.39,0.698,0,C
1553,1553,1553,1568,vazqura01,2009,101,204,17,47,7,0,1,16.0,31,47.0,4.0,0.23,0.32899999999999996,0.27899999999999997,0.608,0,2B
1554,1554,1554,1569,velezeu01,2009,84,285,40,76,13,5,5,31.0,16,55.0,1.0,0.267,0.304,0.4,0.7040000000000001,0,2B
1555,1555,1555,1570,venabwi01,2009,95,293,38,75,14,2,12,38.0,25,89.0,2.0,0.256,0.314,0.44,0.754,0,OF
1556,1556,1556,1571,victosh01,2009,156,620,102,181,39,13,10,62.0,60,71.0,1.0,0.292,0.35200000000000004,0.445,0.797,0,OF
1557,1557,1557,1572,vottojo01,2009,131,469,82,151,38,1,25,84.0,70,106.0,10.0,0.322,0.409,0.5670000000000001,0.976,0,1B
1558,1558,1558,1573,wellsve01,2009,158,630,84,164,37,3,15,66.0,48,86.0,2.0,0.26,0.31,0.4,0.71,0,OF
1559,1559,1559,1574,werthja01,2009,159,571,98,153,26,1,36,99.0,91,156.0,8.0,0.268,0.365,0.506,0.871,0,OF
1560,1560,1560,1575,wietema01,2009,96,354,35,102,15,1,9,43.0,28,86.0,2.0,0.28800000000000003,0.33899999999999997,0.41200000000000003,0.7509999999999999,0,C
1561,1561,1561,1576,wiggity01,2009,122,410,44,112,19,0,11,41.0,23,57.0,1.0,0.273,0.311,0.4,0.711,0,1B
1562,1562,1562,1577,willijo03,2009,133,427,70,111,29,0,24,61.0,61,104.0,2.0,0.26,0.35100000000000003,0.496,0.847,0,1B
1563,1563,1563,1578,winnra01,2009,149,538,65,141,33,5,2,51.0,47,93.0,2.0,0.262,0.317,0.353,0.67,0,OF
1564,1564,1564,1579,wisede01,2009,84,142,17,32,8,3,2,11.0,3,27.0,0.0,0.225,0.24100000000000002,0.366,0.607,0,OF
1565,1565,1565,1580,wrighda03,2009,144,535,88,164,39,3,10,72.0,74,140.0,8.0,0.307,0.387,0.447,0.8340000000000001,0,3B
1566,1566,1566,1581,youklke01,2009,136,491,99,150,36,1,27,94.0,77,125.0,6.0,0.305,0.397,0.5479999999999999,0.945,0,1B
1567,1567,1567,1582,youngch04,2009,134,433,54,92,28,4,15,42.0,59,133.0,2.0,0.212,0.306,0.4,0.706,0,OF
1568,1568,1568,1583,youngde03,2009,108,395,50,112,16,2,12,60.0,12,92.0,1.0,0.284,0.301,0.425,0.726,0,OF
1569,1569,1569,1584,youngde04,2009,124,354,40,94,16,2,7,43.0,29,90.0,0.0,0.266,0.32,0.381,0.701,0,2B
1570,1570,1570,1585,youngmi02,2009,135,541,76,174,36,2,22,68.0,47,90.0,2.0,0.322,0.373,0.518,0.8909999999999999,0,3B
1571,1571,1571,1586,zimmery01,2009,157,610,110,178,37,3,33,106.0,72,119.0,9.0,0.292,0.36200000000000004,0.525,0.887,1,3B
1572,1572,1572,1587,zobribe01,2009,152,501,91,149,28,7,27,91.0,91,104.0,4.0,0.297,0.40299999999999997,0.5429999999999999,0.946,0,1B
1573,1573,1573,1588,abreubo01,2010,154,573,88,146,41,1,20,78.0,87,132.0,3.0,0.255,0.35,0.435,0.785,0,OF
1574,1574,1574,1589,abreuto01,2010,81,193,16,45,11,1,1,13.0,4,47.0,0.0,0.233,0.244,0.316,0.56,0,2B
1575,1575,1575,1590,alvarpe01,2010,95,347,42,89,21,1,16,64.0,37,119.0,1.0,0.256,0.326,0.461,0.787,0,3B
1576,1576,1576,1591,anderga01,2010,80,155,8,28,6,1,2,12.0,5,34.0,1.0,0.18100000000000002,0.204,0.271,0.475,0,OF
1577,1577,1577,1592,andruel01,2010,148,588,88,156,15,3,0,35.0,64,96.0,0.0,0.265,0.337,0.301,0.638,0,SS
1578,1578,1578,1593,avilaal01,2010,104,294,28,67,12,0,7,31.0,36,71.0,0.0,0.228,0.312,0.34,0.652,0,C
1579,1579,1579,1594,avilemi01,2010,110,424,63,129,16,3,8,32.0,20,49.0,0.0,0.304,0.33299999999999996,0.413,0.746,0,2B
1580,1580,1580,1595,aybarer01,2010,138,534,69,135,18,4,5,29.0,35,81.0,1.0,0.253,0.298,0.33,0.628,0,SS
1581,1581,1581,1596,aybarwi01,2010,100,270,22,62,13,0,6,43.0,30,61.0,1.0,0.23,0.303,0.344,0.647,0,1B
1582,1582,1582,1597,barmecl01,2010,133,387,43,91,21,0,8,50.0,35,66.0,10.0,0.235,0.29600000000000004,0.35100000000000003,0.647,0,2B
1583,1583,1583,1598,bartlja01,2010,135,468,71,119,27,3,4,47.0,45,83.0,1.0,0.254,0.318,0.35,0.6679999999999999,0,SS
1584,1584,1584,1599,bartoda02,2010,159,556,79,152,33,5,10,57.0,110,102.0,2.0,0.273,0.39,0.405,0.795,0,1B
1585,1585,1585,1600,bautijo02,2010,161,569,109,148,35,3,54,124.0,100,116.0,2.0,0.26,0.368,0.617,0.985,1,1B
1586,1586,1586,1601,bayja01,2010,95,348,48,90,20,6,6,47.0,44,91.0,3.0,0.259,0.33799999999999997,0.402,0.74,0,OF
1587,1587,1587,1602,beckhgo01,2010,131,444,58,112,25,2,9,49.0,37,92.0,0.0,0.252,0.307,0.37799999999999995,0.685,0,2B
1588,1588,1588,1603,belliro01,2010,82,162,24,35,10,1,2,19.0,18,35.0,1.0,0.21600000000000005,0.29100000000000004,0.327,0.618,0,1B
1589,1589,1589,1604,beltrad01,2010,154,589,84,189,49,2,28,102.0,40,82.0,10.0,0.321,0.36,0.5529999999999999,0.9129999999999999,1,3B
1590,1590,1590,1605,berkmla01,2010,85,298,39,73,16,1,13,49.0,60,70.0,4.0,0.245,0.3720000000000001,0.436,0.8079999999999999,0,1B
1591,1591,1591,1606,bernaro01,2010,134,414,52,102,18,3,11,47.0,35,93.0,1.0,0.24600000000000002,0.301,0.384,0.685,0,OF
1592,1592,1592,1607,betanyu01,2010,151,556,60,144,29,2,16,78.0,23,64.0,1.0,0.259,0.28600000000000003,0.405,0.691,0,SS
1593,1593,1593,1608,betemwi01,2010,84,276,36,82,20,0,13,43.0,36,74.0,2.0,0.297,0.376,0.511,0.887,0,1B
1594,1594,1594,1609,blakeca01,2010,146,509,56,126,28,1,17,64.0,48,138.0,3.0,0.248,0.311,0.40700000000000003,0.718,0,1B
1595,1595,1595,1610,blumge01,2010,93,202,22,54,10,1,2,22.0,15,33.0,2.0,0.267,0.318,0.35600000000000004,0.674,0,1B
1596,1596,1596,1611,boescbr01,2010,133,464,49,119,26,3,14,67.0,40,99.0,5.0,0.256,0.314,0.41600000000000004,0.73,0,OF
1597,1597,1597,1612,borboju01,2010,137,438,60,121,11,4,3,42.0,19,59.0,0.0,0.276,0.306,0.34,0.6459999999999999,0,OF
1598,1598,1598,1613,bournmi01,2010,141,535,84,142,25,6,2,38.0,59,109.0,5.0,0.265,0.337,0.34600000000000003,0.6829999999999999,0,OF
1599,1599,1599,1614,braunry02,2010,157,619,101,188,45,1,25,103.0,56,105.0,1.0,0.304,0.36,0.501,0.861,1,OF
1600,1600,1600,1615,brignre01,2010,113,301,39,77,13,1,8,45.0,20,77.0,3.0,0.256,0.3,0.385,0.685,0,2B
1601,1601,1601,1616,bruceja01,2010,148,509,80,143,23,5,25,70.0,58,136.0,5.0,0.281,0.35100000000000003,0.493,0.8440000000000001,0,OF
1602,1602,1602,1617,buckjo01,2010,118,409,53,115,25,0,20,66.0,16,111.0,1.0,0.281,0.304,0.489,0.7929999999999999,0,C
1603,1603,1603,1618,burrepa01,2010,96,289,41,77,16,0,18,51.0,47,77.0,4.0,0.266,0.364,0.509,0.873,0,OF
1604,1604,1604,1619,butlebi03,2010,158,595,77,189,45,0,15,78.0,69,78.0,8.0,0.318,0.38299999999999995,0.469,0.852,0,1B
1605,1605,1605,1620,byrdma01,2010,152,580,84,170,39,2,12,66.0,31,98.0,1.0,0.293,0.32799999999999996,0.429,0.757,0,OF
1606,1606,1606,1621,cabreas01,2010,97,381,39,105,16,1,3,29.0,25,60.0,0.0,0.276,0.318,0.34600000000000003,0.664,0,SS
1607,1607,1607,1622,cabreme01,2010,147,458,50,117,27,3,4,42.0,42,64.0,11.0,0.255,0.316,0.354,0.67,0,OF
1608,1608,1608,1623,cabremi01,2010,150,548,111,180,45,1,38,126.0,89,95.0,32.0,0.32799999999999996,0.41700000000000004,0.622,1.0390000000000001,1,1B
1609,1609,1609,1624,cabreor01,2010,123,494,64,130,33,0,4,42.0,28,53.0,0.0,0.263,0.299,0.354,0.653,0,SS
1610,1610,1610,1625,cairomi01,2010,91,200,30,58,12,0,4,28.0,17,30.0,0.0,0.29,0.341,0.41,0.7509999999999999,0,1B
1611,1611,1611,1626,callaal01,2010,88,349,40,96,19,2,8,43.0,19,29.0,2.0,0.275,0.308,0.41,0.718,0,2B
1612,1612,1612,1627,canoro01,2010,160,626,103,200,41,3,29,109.0,57,77.0,14.0,0.319,0.374,0.534,0.9079999999999999,1,2B
1613,1613,1613,1628,cantujo01,2010,97,374,41,98,25,0,10,54.0,23,76.0,1.0,0.262,0.3,0.409,0.7090000000000001,0,1B
1614,1614,1614,1629,carroja01,2010,133,351,48,102,15,1,0,23.0,51,64.0,3.0,0.29100000000000004,0.376,0.33899999999999997,0.715,0,2B
1615,1615,1615,1630,cartech01,2010,100,167,15,44,9,0,4,24.0,12,17.0,0.0,0.263,0.313,0.389,0.7020000000000001,0,OF
1616,1616,1616,1631,castilu01,2010,86,247,28,58,4,2,0,17.0,39,25.0,1.0,0.235,0.337,0.267,0.604,0,2B
1617,1617,1617,1632,castrst01,2010,125,463,53,139,31,5,3,41.0,29,71.0,7.0,0.3,0.33899999999999997,0.408,0.747,0,SS
1618,1618,1618,1633,cedenro02,2010,139,468,42,120,29,3,8,38.0,23,106.0,4.0,0.256,0.29,0.382,0.672,0,SS
1619,1619,1619,1634,cervefr01,2010,93,266,27,72,11,3,0,38.0,33,42.0,1.0,0.271,0.34700000000000003,0.335,0.682,0,3B
1620,1620,1620,1636,choosh01,2010,144,550,81,165,31,2,22,90.0,83,118.0,11.0,0.3,0.391,0.484,0.875,0,OF
1621,1621,1621,1637,coghlch01,2010,91,358,60,96,20,3,5,28.0,33,84.0,1.0,0.268,0.32799999999999996,0.38299999999999995,0.711,0,OF
1622,1622,1622,1638,colvity01,2010,135,358,60,91,18,5,20,56.0,30,100.0,2.0,0.254,0.31,0.5,0.81,0,OF
1623,1623,1623,1639,conrabr01,2010,103,156,31,39,11,1,8,33.0,16,45.0,0.0,0.25,0.32,0.48700000000000004,0.807,0,2B
