,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
89614,nixontr01,2007,1,CLE,AL,99,307,30,77,17,0,3,31.0,0.0,0.0,44,59.0,7.0,0.0,0.0,3.0,9.0
89617,nunezab01,2007,1,PHI,NL,136,252,24,59,10,1,0,16.0,2.0,0.0,30,48.0,5.0,1.0,4.0,0.0,10.0
89627,olivomi01,2007,1,FLO,NL,122,452,43,107,20,4,16,60.0,3.0,2.0,14,123.0,2.0,2.0,0.0,1.0,13.0
89631,ordonma01,2007,1,DET,AL,157,595,117,216,54,0,28,139.0,4.0,1.0,76,79.0,8.0,2.0,0.0,5.0,20.0
89633,ortizda01,2007,1,BOS,AL,149,549,116,182,52,1,35,117.0,3.0,1.0,111,103.0,12.0,4.0,0.0,3.0,16.0
89642,overbly01,2007,1,TOR,AL,122,425,49,102,30,2,10,44.0,2.0,0.0,47,78.0,4.0,1.0,0.0,3.0,12.0
89644,owensje01,2007,1,CHA,AL,93,356,44,95,9,2,1,17.0,32.0,8.0,27,63.0,0.0,3.0,3.0,0.0,5.0
89649,palmeor01,2007,1,HOU,NL,101,103,12,24,3,0,0,6.0,0.0,1.0,16,8.0,1.0,1.0,2.0,0.0,2.0
89656,patteco01,2007,1,BAL,AL,132,461,65,124,26,2,8,45.0,37.0,9.0,21,65.0,1.0,4.0,13.0,4.0,3.0
89661,pauliro01,2007,1,PIT,NL,133,457,56,120,25,0,11,55.0,2.0,2.0,33,79.0,0.0,2.0,0.0,2.0,14.0
89664,paytoja01,2007,1,BAL,AL,131,434,48,111,21,5,7,58.0,5.0,2.0,22,42.0,0.0,3.0,5.0,6.0,9.0
89667,pedrodu01,2007,1,BOS,AL,139,520,86,165,39,1,8,50.0,7.0,1.0,47,42.0,1.0,7.0,5.0,2.0,8.0
89671,penaca01,2007,1,TBA,AL,148,490,99,138,29,1,46,121.0,1.0,0.0,103,142.0,10.0,10.0,1.0,8.0,7.0
89672,penato02,2007,1,KCA,AL,152,509,58,136,25,7,2,47.0,5.0,6.0,10,78.0,0.0,4.0,8.0,5.0,13.0
89676,pencehu01,2007,1,HOU,NL,108,456,57,147,30,9,17,69.0,11.0,5.0,26,95.0,0.0,1.0,0.0,1.0,10.0
89678,peraljh01,2007,1,CLE,AL,152,574,87,155,27,1,21,72.0,4.0,4.0,61,146.0,2.0,4.0,1.0,7.0,12.0
89694,phillbr01,2007,1,CIN,NL,158,650,107,187,26,6,30,94.0,32.0,8.0,33,109.0,4.0,12.0,2.0,5.0,26.0
89698,piazzmi01,2007,1,OAK,AL,83,309,33,85,17,1,8,44.0,0.0,0.0,18,61.0,0.0,0.0,0.0,2.0,9.0
89699,piefe01,2007,1,CHN,NL,87,177,26,38,9,3,2,20.0,8.0,1.0,14,43.0,0.0,0.0,2.0,1.0,0.0
89700,pierrju01,2007,1,LAN,NL,162,668,96,196,24,8,0,41.0,64.0,15.0,33,37.0,0.0,6.0,20.0,2.0,10.0
89701,pierzaj01,2007,1,CHA,AL,136,472,54,124,24,0,14,50.0,1.0,1.0,25,66.0,5.0,8.0,1.0,3.0,21.0
89707,polanpl01,2007,1,DET,AL,142,587,105,200,36,3,9,67.0,7.0,3.0,37,30.0,3.0,11.0,2.0,4.0,9.0
89709,posadjo01,2007,1,NYA,AL,144,506,91,171,42,1,20,90.0,2.0,0.0,74,98.0,7.0,6.0,0.0,3.0,18.0
89714,pujolal01,2007,1,SLN,NL,158,565,99,185,38,1,32,103.0,2.0,6.0,99,58.0,22.0,7.0,0.0,8.0,27.0
89715,puntoni01,2007,1,MIN,AL,150,472,53,99,18,4,1,25.0,16.0,6.0,55,90.0,1.0,0.0,6.0,3.0,7.0
89719,quentca01,2007,1,ARI,NL,81,229,29,49,16,0,5,31.0,2.0,2.0,18,54.0,1.0,11.0,1.0,4.0,5.0
89728,ramirar01,2007,1,CHN,NL,132,506,72,157,35,4,26,101.0,0.0,0.0,43,66.0,8.0,4.0,0.0,5.0,13.0
89733,ramirha01,2007,1,FLO,NL,154,639,125,212,48,6,29,81.0,51.0,14.0,52,95.0,3.0,7.0,4.0,4.0,10.0
89735,ramirma02,2007,1,BOS,AL,133,483,84,143,33,1,20,88.0,0.0,0.0,71,92.0,13.0,7.0,0.0,8.0,21.0
89742,rauchjo01,2007,1,WAS,NL,88,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
89748,redmomi01,2007,1,MIN,AL,82,272,23,80,13,0,1,38.0,0.0,0.0,18,23.0,3.0,5.0,0.0,3.0,9.0
89753,renteed01,2007,1,ATL,NL,124,494,87,164,30,1,12,57.0,11.0,2.0,46,77.0,0.0,1.0,2.0,0.0,14.0
89759,reyesjo01,2007,1,NYN,NL,160,681,119,191,36,12,12,57.0,78.0,21.0,77,78.0,13.0,1.0,5.0,1.0,6.0
89761,reynoma01,2007,1,ARI,NL,111,366,62,102,20,4,17,62.0,0.0,1.0,37,129.0,4.0,5.0,1.0,5.0,5.0
89769,riosal01,2007,1,TOR,AL,161,643,114,191,43,7,24,85.0,17.0,4.0,55,103.0,3.0,6.0,0.0,7.0,9.0
89775,riversa01,2007,1,WAS,NL,85,1,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
89776,roberbr01,2007,1,BAL,AL,156,621,103,180,42,5,12,57.0,50.0,7.0,89,99.0,6.0,0.0,2.0,4.0,8.0
89779,roberda07,2007,1,SFN,NL,114,396,61,103,17,9,2,23.0,31.0,5.0,42,66.0,1.0,0.0,4.0,0.0,4.0
89784,rodrial01,2007,1,NYA,AL,158,583,143,183,31,0,54,156.0,24.0,4.0,95,120.0,11.0,21.0,0.0,9.0,15.0
89787,rodriiv01,2007,1,DET,AL,129,502,50,141,31,3,11,63.0,2.0,2.0,9,96.0,1.0,1.0,1.0,2.0,16.0
89792,rolensc01,2007,1,SLN,NL,112,392,55,104,24,2,8,58.0,5.0,3.0,37,56.0,2.0,5.0,0.0,7.0,13.0
89793,rolliji01,2007,1,PHI,NL,162,716,139,212,38,20,30,94.0,41.0,6.0,49,85.0,5.0,7.0,0.0,6.0,11.0
89798,rossda01,2007,1,CIN,NL,112,311,32,63,10,0,17,39.0,0.0,0.0,30,92.0,4.0,0.0,5.0,2.0,9.0
89801,rowanaa01,2007,1,PHI,NL,161,612,105,189,45,0,27,89.0,6.0,3.0,47,119.0,3.0,19.0,2.0,4.0,18.0
89804,ruizca01,2007,1,PHI,NL,115,374,42,97,29,2,6,54.0,6.0,1.0,42,49.0,10.0,5.0,5.0,3.0,17.0
89811,saenzol01,2007,1,LAN,NL,92,110,9,21,5,0,4,18.0,0.0,0.0,16,25.0,0.0,2.0,0.0,4.0,5.0
89822,sanchfr01,2007,1,PIT,NL,147,602,77,183,42,4,11,81.0,0.0,1.0,32,76.0,2.0,8.0,2.0,9.0,13.0
89837,schnebr01,2007,1,WAS,NL,129,408,33,96,21,1,6,54.0,0.0,0.0,56,56.0,7.0,2.0,4.0,7.0,15.0
89841,schumsk01,2007,1,SLN,NL,88,177,19,59,12,2,2,19.0,1.0,1.0,8,20.0,0.0,0.0,1.0,2.0,5.0
89842,scottlu01,2007,1,HOU,NL,132,369,49,94,28,5,18,64.0,3.0,1.0,53,95.0,4.0,2.0,0.0,1.0,8.0
89843,scutama01,2007,1,OAK,AL,104,338,49,88,13,0,7,41.0,2.0,1.0,35,40.0,1.0,2.0,2.0,2.0,13.0
89851,sexsori01,2007,1,SEA,AL,121,434,58,89,21,0,21,63.0,1.0,0.0,51,100.0,1.0,5.0,0.0,1.0,12.0
89856,sheffga01,2007,1,DET,AL,133,494,107,131,20,1,25,75.0,22.0,5.0,84,71.0,2.0,9.0,0.0,6.0,10.0
89866,sizemgr01,2007,1,CLE,AL,162,628,118,174,34,5,24,78.0,33.0,10.0,101,155.0,9.0,17.0,0.0,2.0,3.0
89868,sledgte01,2007,1,SDN,NL,100,200,22,42,9,0,7,23.0,1.0,2.0,27,60.0,2.0,3.0,1.0,2.0,7.0
89880,snydech02,2007,1,ARI,NL,110,326,37,82,20,0,13,47.0,0.0,1.0,40,67.0,3.0,7.0,3.0,4.0,9.0
89883,soriaal01,2007,1,CHN,NL,135,579,97,173,42,5,33,70.0,19.0,6.0,31,130.0,4.0,4.0,0.0,3.0,9.0
89887,sosasa01,2007,1,TEX,AL,114,412,53,104,24,1,21,92.0,0.0,0.0,34,112.0,3.0,3.0,0.0,5.0,11.0
89893,spiezsc01,2007,1,SLN,NL,82,223,31,60,14,0,4,31.0,0.0,1.0,27,40.0,2.0,4.0,0.0,3.0,5.0
89894,spilbry01,2007,1,COL,NL,97,264,40,79,14,1,11,51.0,4.0,1.0,28,45.0,1.0,2.0,0.0,6.0,5.0
89897,stairma01,2007,1,TOR,AL,125,357,58,103,28,1,21,64.0,2.0,1.0,44,66.0,5.0,2.0,0.0,2.0,7.0
89907,stewash01,2007,1,OAK,AL,146,576,79,167,22,1,12,48.0,11.0,3.0,47,60.0,0.0,3.0,1.0,3.0,15.0
89916,suzukic01,2007,1,SEA,AL,161,678,111,238,22,7,6,68.0,37.0,8.0,49,77.0,13.0,3.0,4.0,2.0,7.0
89922,swishni01,2007,1,OAK,AL,150,539,84,141,36,1,22,78.0,3.0,2.0,100,131.0,12.0,10.0,1.0,9.0,13.0
89924,tagucso01,2007,1,SLN,NL,130,307,48,89,15,0,3,30.0,7.0,4.0,23,32.0,0.0,6.0,3.0,1.0,10.0
89931,taverwi01,2007,1,COL,NL,97,372,64,119,13,2,2,24.0,33.0,9.0,21,55.0,0.0,7.0,7.0,1.0,1.0
89932,teahema01,2007,1,KCA,AL,144,544,78,155,31,8,7,60.0,13.0,5.0,55,127.0,8.0,3.0,4.0,2.0,23.0
89935,tejadmi01,2007,1,BAL,AL,133,514,72,152,19,1,18,81.0,2.0,1.0,41,55.0,9.0,10.0,0.0,3.0,22.0
89938,thamema01,2007,1,DET,AL,86,269,37,65,15,0,18,54.0,2.0,1.0,13,72.0,1.0,1.0,0.0,1.0,6.0
89940,theriry01,2007,1,CHN,NL,148,537,80,143,30,2,3,45.0,28.0,4.0,49,50.0,1.0,0.0,8.0,3.0,12.0
89942,thomafr04,2007,1,TOR,AL,155,531,63,147,30,0,26,95.0,0.0,0.0,81,94.0,3.0,7.0,0.0,5.0,14.0
89943,thomeji01,2007,1,CHA,AL,130,432,79,119,19,0,35,96.0,0.0,1.0,95,134.0,11.0,6.0,0.0,3.0,10.0
89950,thormsc01,2007,1,ATL,NL,120,287,37,62,18,0,11,36.0,1.0,1.0,14,70.0,3.0,3.0,1.0,2.0,6.0
89957,torreyo01,2007,1,COL,NL,113,396,47,101,22,1,8,47.0,2.0,1.0,34,73.0,1.0,6.0,6.0,1.0,19.0
89966,tulowtr01,2007,1,COL,NL,155,609,104,177,33,5,24,99.0,7.0,6.0,57,130.0,3.0,9.0,5.0,2.0,14.0
89968,tynerja01,2007,1,MIN,AL,114,304,42,87,14,2,1,22.0,8.0,3.0,16,26.0,0.0,5.0,2.0,1.0,12.0
89969,ugglada01,2007,1,FLO,NL,159,632,113,155,49,3,31,88.0,2.0,1.0,68,167.0,0.0,13.0,4.0,11.0,10.0
89970,uptonbj01,2007,1,TBA,AL,129,474,86,142,25,1,24,82.0,22.0,8.0,65,154.0,4.0,4.0,1.0,4.0,14.0
89973,uribeju01,2007,1,CHA,AL,150,513,55,120,18,2,20,68.0,1.0,9.0,34,112.0,2.0,4.0,7.0,5.0,6.0
89974,utleych01,2007,1,PHI,NL,132,530,104,176,48,5,22,103.0,9.0,1.0,50,89.0,1.0,25.0,1.0,7.0,7.0
89976,valenja01,2007,1,CIN,NL,97,243,19,67,21,0,2,34.0,0.0,0.0,19,25.0,2.0,1.0,0.0,2.0,7.0
89983,varitja01,2007,1,BOS,AL,131,435,57,111,15,3,17,68.0,1.0,2.0,71,122.0,9.0,8.0,0.0,4.0,9.0
89986,vazqura01,2007,1,TEX,AL,104,300,42,69,13,3,8,28.0,1.0,0.0,29,72.0,0.0,2.0,12.0,2.0,4.0
89992,victosh01,2007,1,PHI,NL,131,456,78,128,23,3,12,46.0,37.0,4.0,37,62.0,1.0,10.0,5.0,2.0,10.0
89993,vidrojo01,2007,1,SEA,AL,147,548,78,172,26,0,6,59.0,0.0,0.0,63,57.0,5.0,1.0,5.0,8.0,21.0
89998,vizquom01,2007,1,SFN,NL,145,513,54,126,18,3,4,51.0,14.0,6.0,44,48.0,6.0,1.0,14.0,3.0,14.0
90005,walkeja01,2007,1,BAL,AL,81,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
90019,weeksri01,2007,1,MIL,NL,118,409,87,96,21,6,16,36.0,25.0,2.0,78,116.0,5.0,14.0,3.0,2.0,3.0
90025,wellsve01,2007,1,TOR,AL,149,584,85,143,36,4,16,80.0,10.0,4.0,49,89.0,4.0,3.0,0.0,6.0,9.0
90026,werthja01,2007,1,PHI,NL,94,255,43,76,11,3,8,49.0,7.0,1.0,44,73.0,1.0,2.0,2.0,1.0,0.0
90037,wiggity01,2007,1,TBA,AL,98,378,47,104,21,0,16,49.0,1.0,4.0,28,73.0,0.0,5.0,0.0,6.0,8.0
90039,wilkebr01,2007,1,TEX,AL,119,338,54,79,17,1,20,62.0,4.0,1.0,43,107.0,0.0,1.0,3.0,4.0,2.0
90043,willijo03,2007,1,FLO,NL,144,521,75,138,32,4,21,89.0,8.0,1.0,66,122.0,1.0,16.0,0.0,1.0,11.0
90044,willire03,2007,1,LAA,AL,136,430,74,126,20,1,0,34.0,27.0,8.0,69,83.0,2.0,3.0,11.0,5.0,7.0
90051,wilsoja02,2007,1,PIT,NL,135,477,67,141,29,2,12,56.0,2.0,5.0,38,46.0,9.0,6.0,7.0,7.0,8.0
90053,wilsojo03,2007,2,TBA,AL,90,263,25,66,15,3,2,24.0,6.0,2.0,12,51.0,0.0,4.0,3.0,3.0,5.0
90055,winnra01,2007,1,SFN,NL,155,593,73,178,42,1,14,65.0,15.0,3.0,44,85.0,3.0,7.0,4.0,5.0,12.0
90064,woodja02,2007,1,FLO,NL,98,117,11,28,6,0,3,26.0,0.0,0.0,8,38.0,0.0,0.0,1.0,1.0,1.0
90068,woodwch01,2007,1,ATL,NL,92,136,16,27,6,1,1,8.0,1.0,0.0,10,29.0,1.0,0.0,4.0,1.0,3.0
90070,wrighda03,2007,1,NYN,NL,160,604,113,196,42,1,30,107.0,34.0,5.0,94,115.0,6.0,6.0,0.0,7.0,14.0
90075,youklke01,2007,1,BOS,AL,145,528,85,152,35,2,16,83.0,4.0,2.0,77,105.0,0.0,15.0,0.0,5.0,9.0
90078,youngch04,2007,1,ARI,NL,148,569,85,135,29,3,32,68.0,27.0,6.0,43,141.0,1.0,6.0,1.0,5.0,5.0
90079,youngde03,2007,1,TBA,AL,162,645,65,186,38,0,13,93.0,10.0,3.0,26,127.0,2.0,3.0,0.0,7.0,23.0
90081,youngdm01,2007,1,WAS,NL,136,460,57,147,38,1,13,74.0,0.0,0.0,44,74.0,6.0,1.0,0.0,3.0,13.0
90082,youngmi02,2007,1,TEX,AL,156,639,80,201,37,1,9,94.0,13.0,3.0,47,107.0,5.0,5.0,0.0,1.0,21.0
90088,zaungr01,2007,1,TOR,AL,110,331,43,80,24,1,10,52.0,0.0,0.0,51,55.0,8.0,2.0,1.0,6.0,9.0
90089,zimmery01,2007,1,WAS,NL,162,653,99,174,43,5,24,91.0,4.0,1.0,61,125.0,3.0,3.0,0.0,5.0,26.0
90095,abreubo01,2008,1,NYA,AL,156,609,100,180,39,4,20,100.0,22.0,11.0,73,109.0,2.0,1.0,0.0,1.0,14.0
90109,amezaal01,2008,1,FLO,NL,125,311,41,82,13,5,3,32.0,8.0,2.0,19,47.0,1.0,3.0,4.0,0.0,6.0
90110,anderbr03,2008,1,CHA,AL,109,181,24,42,13,0,8,26.0,5.0,1.0,10,45.0,0.0,0.0,2.0,0.0,2.0
90111,anderga01,2008,1,LAA,AL,145,557,66,163,27,3,15,84.0,7.0,4.0,29,77.0,6.0,1.0,0.0,6.0,11.0
90113,anderma02,2008,1,NYN,NL,87,138,16,29,6,0,1,10.0,2.0,1.0,9,27.0,0.0,0.0,2.0,2.0,2.0
90115,ankieri01,2008,1,SLN,NL,120,413,65,109,21,2,25,71.0,2.0,1.0,42,100.0,3.0,5.0,0.0,3.0,8.0
90126,atkinga01,2008,1,COL,NL,155,611,86,175,32,3,21,99.0,1.0,1.0,40,100.0,0.0,3.0,0.0,10.0,20.0
90128,aurilri01,2008,1,SFN,NL,140,407,33,115,21,1,10,52.0,1.0,1.0,30,56.0,4.0,1.0,0.0,2.0,11.0
90129,ausmubr01,2008,1,HOU,NL,81,216,15,47,8,0,3,24.0,0.0,2.0,25,41.0,3.0,2.0,6.0,1.0,4.0
90130,avilemi01,2008,1,KCA,AL,102,419,68,136,27,4,10,51.0,8.0,3.0,18,58.0,4.0,2.0,0.0,2.0,12.0
90133,aybarer01,2008,1,LAA,AL,98,346,53,96,18,5,3,39.0,7.0,2.0,14,45.0,0.0,5.0,9.0,1.0,2.0
90134,aybarwi01,2008,1,TBA,AL,95,324,33,82,17,2,10,33.0,2.0,2.0,32,44.0,3.0,4.0,1.0,1.0,7.0
90142,bakerje03,2008,1,COL,NL,104,299,55,80,22,1,12,48.0,4.0,0.0,26,85.0,2.0,1.0,1.0,6.0,5.0
90145,bakopa01,2008,1,CIN,NL,99,299,30,65,11,2,6,35.0,0.0,2.0,34,90.0,5.0,1.0,3.0,1.0,9.0
90154,barajro01,2008,1,TOR,AL,104,349,44,87,23,0,11,49.0,0.0,0.0,17,61.0,0.0,7.0,0.0,4.0,9.0
90158,barmecl01,2008,1,COL,NL,107,393,47,114,25,6,11,44.0,13.0,4.0,17,69.0,0.0,2.0,4.0,1.0,9.0
90161,bartlja01,2008,1,TBA,AL,128,454,48,130,25,3,1,37.0,20.0,6.0,22,69.0,1.0,9.0,5.0,4.0,9.0
90162,bartobr01,2008,1,SLN,NL,82,153,23,41,9,2,2,13.0,3.0,1.0,19,39.0,0.0,2.0,4.0,1.0,5.0
90163,bartoda02,2008,1,OAK,AL,140,446,59,101,17,5,9,47.0,2.0,1.0,65,99.0,5.0,3.0,6.0,3.0,6.0
90170,bautijo02,2008,1,PIT,NL,107,314,38,76,15,0,12,44.0,1.0,1.0,38,77.0,4.0,2.0,6.0,3.0,10.0
90172,bayja01,2008,1,PIT,NL,106,393,72,111,23,2,22,64.0,7.0,0.0,59,86.0,2.0,2.0,0.0,5.0,3.0
90181,belliro01,2008,1,WAS,NL,96,296,37,85,22,0,11,46.0,3.0,2.0,37,58.0,1.0,3.0,1.0,0.0,6.0
90183,beltrad01,2008,1,SEA,AL,143,556,74,148,29,1,25,77.0,8.0,2.0,50,90.0,10.0,2.0,0.0,4.0,11.0
90184,beltrca01,2008,1,NYN,NL,161,606,116,172,40,5,27,112.0,25.0,3.0,92,96.0,13.0,1.0,1.0,6.0,11.0
90191,berkmla01,2008,1,HOU,NL,159,554,114,173,46,4,29,106.0,18.0,4.0,99,108.0,18.0,7.0,0.0,5.0,13.0
90194,berroan01,2008,1,LAN,NL,84,226,26,52,13,1,1,16.0,0.0,0.0,20,41.0,4.0,4.0,6.0,0.0,13.0
90196,betanyu01,2008,1,SEA,AL,153,559,66,156,36,3,7,51.0,4.0,4.0,17,42.0,0.0,2.0,6.0,6.0,23.0
90197,betemwi01,2008,1,NYA,AL,87,189,24,50,13,0,6,25.0,0.0,1.0,6,56.0,0.0,1.0,1.0,1.0,7.0
90203,blakeca01,2008,1,CLE,AL,94,325,46,94,24,0,11,58.0,2.0,0.0,33,68.0,6.0,7.0,1.0,2.0,3.0
90206,blancgr01,2008,1,ATL,NL,144,430,52,108,14,4,1,38.0,13.0,5.0,74,99.0,2.0,6.0,6.0,3.0,3.0
90212,blumge01,2008,1,HOU,NL,114,325,36,78,14,1,14,53.0,1.0,2.0,21,54.0,2.0,3.0,0.0,7.0,5.0
90214,boggsbr01,2008,1,TEX,AL,101,283,30,64,17,4,8,41.0,3.0,2.0,44,93.0,1.0,3.0,1.0,3.0,3.0
90222,booneaa01,2008,1,WAS,NL,104,232,23,56,13,1,6,28.0,0.0,1.0,18,52.0,1.0,2.0,1.0,2.0,8.0
90228,bournmi01,2008,1,HOU,NL,138,467,57,107,10,4,5,29.0,41.0,10.0,37,111.0,0.0,2.0,7.0,1.0,3.0
90233,bowkejo01,2008,1,SFN,NL,111,326,31,83,14,3,10,43.0,1.0,1.0,19,74.0,1.0,3.0,0.0,2.0,7.0
90238,bradlmi01,2008,1,TEX,AL,126,414,78,133,32,1,22,77.0,5.0,3.0,80,112.0,13.0,9.0,0.0,6.0,10.0
90240,braunry02,2008,1,MIL,NL,151,611,92,174,39,7,37,106.0,14.0,4.0,42,129.0,4.0,6.0,0.0,4.0,13.0
90251,brownem01,2008,1,OAK,AL,117,402,48,98,14,2,13,59.0,4.0,2.0,27,65.0,2.0,5.0,0.0,4.0,16.0
90254,bruceja01,2008,1,CIN,NL,108,413,63,105,17,1,21,52.0,4.0,6.0,33,110.0,1.0,4.0,0.0,2.0,8.0
90256,brunter01,2008,1,PHI,NL,120,212,37,46,9,1,2,15.0,9.0,2.0,21,35.0,3.0,3.0,2.0,0.0,7.0
90259,buckjo01,2008,1,KCA,AL,109,370,48,83,23,1,9,48.0,0.0,3.0,38,96.0,2.0,6.0,0.0,4.0,12.0
90268,burkech01,2008,1,ARI,NL,86,165,20,32,5,1,2,12.0,5.0,0.0,27,33.0,8.0,2.0,2.0,3.0,2.0
90273,burrepa01,2008,1,PHI,NL,157,536,74,134,33,3,33,86.0,0.0,0.0,102,136.0,8.0,1.0,0.0,6.0,10.0
90274,burriem01,2008,1,SFN,NL,95,240,37,68,6,1,1,18.0,13.0,5.0,23,24.0,1.0,5.0,5.0,1.0,7.0
90278,butlebi03,2008,1,KCA,AL,124,443,44,122,22,0,11,55.0,0.0,1.0,33,57.0,0.0,0.0,0.0,2.0,23.0
90281,byrdma01,2008,1,TEX,AL,122,403,70,120,28,4,10,53.0,7.0,2.0,46,62.0,3.0,9.0,2.0,2.0,10.0
90285,cabreas01,2008,1,CLE,AL,114,352,48,91,20,0,6,47.0,4.0,4.0,46,77.0,2.0,4.0,11.0,5.0,8.0
90289,cabreme01,2008,1,NYA,AL,129,414,42,103,12,1,8,37.0,9.0,2.0,29,58.0,5.0,3.0,4.0,3.0,11.0
90290,cabremi01,2008,1,DET,AL,160,616,85,180,36,2,37,127.0,1.0,0.0,56,126.0,6.0,3.0,0.0,9.0,16.0
90291,cabreor01,2008,1,CHA,AL,161,661,93,186,33,1,8,57.0,19.0,6.0,56,71.0,1.0,1.0,3.0,9.0,16.0
90293,cairomi01,2008,1,SEA,AL,108,221,34,55,14,2,0,23.0,5.0,2.0,18,32.0,0.0,4.0,6.0,1.0,6.0
90297,camermi01,2008,1,MIL,NL,120,444,69,108,25,2,25,70.0,17.0,5.0,54,142.0,1.0,6.0,1.0,3.0,4.0
90302,canoro01,2008,1,NYA,AL,159,597,70,162,35,3,14,72.0,2.0,4.0,26,65.0,3.0,5.0,1.0,5.0,18.0
90303,cantujo01,2008,1,FLO,NL,155,628,92,174,41,0,29,95.0,6.0,2.0,40,111.0,6.0,10.0,0.0,7.0,15.0
90314,carroja01,2008,1,CLE,AL,113,347,60,96,13,4,1,36.0,7.0,3.0,34,65.0,0.0,9.0,10.0,2.0,2.0
90319,casilal01,2008,1,MIN,AL,98,385,58,108,15,0,7,50.0,7.0,2.0,31,45.0,0.0,2.0,13.0,6.0,7.0
90322,castijo02,2008,1,SFN,NL,112,394,42,96,28,4,6,35.0,2.0,2.0,25,71.0,1.0,1.0,0.0,0.0,16.0
90324,castilu01,2008,1,NYN,NL,87,298,46,73,7,1,3,28.0,17.0,2.0,50,35.0,2.0,2.0,7.0,2.0,13.0
90330,catalfr01,2008,1,TEX,AL,88,248,28,68,23,1,2,21.0,1.0,1.0,20,29.0,0.0,6.0,3.0,1.0,6.0
90331,cedenro02,2008,1,CHN,NL,99,216,36,58,12,0,2,28.0,4.0,1.0,18,41.0,2.0,1.0,1.0,0.0,6.0
90336,chaveen01,2008,1,NYN,NL,133,270,30,72,10,2,1,12.0,6.0,1.0,17,22.0,3.0,0.0,9.0,2.0,6.0
90342,choosh01,2008,1,CLE,AL,94,317,68,98,28,3,14,66.0,4.0,3.0,44,78.0,4.0,5.0,0.0,4.0,5.0
90345,churcry01,2008,1,NYN,NL,90,319,54,88,14,1,12,49.0,2.0,3.0,33,83.0,3.0,3.0,1.0,3.0,9.0
90373,costech01,2008,1,PHI,NL,98,274,28,72,17,0,9,36.0,0.0,1.0,16,51.0,1.0,10.0,3.0,2.0,7.0
90375,counscr01,2008,1,MIL,NL,110,248,31,56,14,1,1,14.0,3.0,1.0,46,42.0,1.0,5.0,1.0,2.0,5.0
90378,crawfca02,2008,1,TBA,AL,109,443,69,121,12,10,8,57.0,25.0,7.0,30,60.0,1.0,2.0,0.0,5.0,10.0
90379,credejo01,2008,1,CHA,AL,97,335,41,83,18,1,17,55.0,0.0,3.0,30,45.0,0.0,4.0,0.0,4.0,10.0
90380,crispco01,2008,1,BOS,AL,118,361,55,102,18,3,7,41.0,20.0,7.0,35,59.0,0.0,1.0,8.0,4.0,6.0
90381,crosbbo01,2008,1,OAK,AL,145,556,66,132,39,1,7,61.0,7.0,3.0,47,96.0,0.0,0.0,0.0,2.0,18.0
90390,custja01,2008,1,OAK,AL,148,481,77,111,19,0,33,77.0,0.0,0.0,111,197.0,3.0,2.0,0.0,4.0,7.0
90391,damonjo01,2008,1,NYA,AL,143,555,95,168,27,5,17,71.0,29.0,8.0,64,82.0,0.0,1.0,2.0,1.0,5.0
90395,davisch02,2008,1,TEX,AL,80,295,51,84,23,2,17,55.0,1.0,2.0,20,88.0,1.0,1.0,0.0,1.0,5.0
90399,davisra01,2008,2,OAK,AL,101,196,28,51,5,4,3,19.0,25.0,6.0,7,34.0,0.0,1.0,2.0,1.0,1.0
90400,dejesda01,2008,1,KCA,AL,135,518,70,159,25,7,12,73.0,11.0,8.0,46,71.0,3.0,5.0,4.0,4.0,10.0
90404,delgaca01,2008,1,NYN,NL,159,598,96,162,32,1,38,115.0,1.0,1.0,72,124.0,19.0,8.0,0.0,8.0,16.0
90406,delluda01,2008,1,CLE,AL,113,336,41,80,19,2,11,47.0,3.0,2.0,24,76.0,1.0,11.0,0.0,4.0,12.0
90411,derosma01,2008,1,CHN,NL,149,505,103,144,30,3,21,87.0,6.0,0.0,69,106.0,0.0,9.0,2.0,8.0,9.0
90415,dewitbl01,2008,1,LAN,NL,117,368,45,97,13,2,9,52.0,3.0,0.0,45,68.0,9.0,3.0,0.0,5.0,6.0
90427,dobbsgr01,2008,1,PHI,NL,128,226,30,68,14,1,9,40.0,3.0,1.0,11,40.0,1.0,1.0,0.0,2.0,4.0
90432,doumiry01,2008,1,PIT,NL,116,431,71,137,34,0,15,69.0,2.0,2.0,23,55.0,4.0,6.0,0.0,5.0,10.0
90434,drewjd01,2008,1,BOS,AL,109,368,79,103,23,4,19,64.0,4.0,1.0,79,80.0,5.0,4.0,0.0,5.0,11.0
90435,drewst01,2008,1,ARI,NL,152,611,91,178,44,11,21,67.0,3.0,3.0,41,109.0,6.0,1.0,3.0,7.0,5.0
90438,dukesel01,2008,1,WAS,NL,81,276,48,73,16,2,13,44.0,13.0,4.0,50,79.0,1.0,6.0,0.0,2.0,10.0
90443,dunnad01,2008,1,CIN,NL,114,373,58,87,14,0,32,74.0,1.0,1.0,80,120.0,6.0,6.0,0.0,5.0,4.0
